tourney_id,tourney_name,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points,tourney_ioc,tourney_year,w_host,l_host,surface_Clay,surface_Grass,surface_Hard,round_code,winner_seed_bucket,loser_seed_bucket
2001-404,Indian Wells Masters,64,2,2001-03-12,23,103163,0.0,1,Tommy Haas,1,188.0,GER,22.9,102106,0.0,0,Davide Sanguinetti,1,188.0,ITA,28.5,6-3 1-6 7-5,3,R64,99.0,7.0,6.0,83.0,49.0,36.0,16.0,14.0,2.0,5.0,5.0,0.0,86.0,58.0,38.0,15.0,14.0,1.0,4.0,22.0,1245.0,55.0,751.0,VAR,2001,0,0,0,0,1,2.0,0.0,0.0
2001-404,Indian Wells Masters,64,2,2001-03-12,24,101736,4.0,1,Andre Agassi,1,180.0,USA,30.8,102271,0.0,1,Hicham Arazi,0,175.0,MAR,27.3,6-3 6-2,3,R64,62.0,5.0,1.0,54.0,32.0,24.0,9.0,9.0,4.0,6.0,0.0,2.0,42.0,19.0,8.0,10.0,8.0,2.0,7.0,4.0,2870.0,42.0,850.0,VAR,2001,0,0,0,0,1,2.0,7.0,0.0
2001-404,Indian Wells Masters,64,2,2001-03-12,25,103720,6.0,1,Lleyton Hewitt,1,180.0,AUS,20.0,102610,0.0,1,Albert Costa,1,180.0,ESP,25.7,6-2 5-7 6-1,3,R64,128.0,8.0,5.0,66.0,31.0,28.0,18.0,13.0,4.0,7.0,2.0,2.0,82.0,54.0,26.0,16.0,14.0,5.0,12.0,8.0,2385.0,34.0,955.0,VAR,2001,0,0,0,0,1,2.0,6.0,0.0
2001-404,Indian Wells Masters,64,2,2001-03-12,26,103387,0.0,0,Paradorn Srichaphan,1,185.0,THA,21.7,102318,0.0,1,Andrei Pavel,1,183.0,ROU,27.1,2-6 6-1 6-4,3,R64,115.0,7.0,9.0,121.0,67.0,45.0,24.0,13.0,12.0,15.0,1.0,4.0,79.0,57.0,33.0,11.0,12.0,7.0,11.0,121.0,332.0,23.0,1235.0,VAR,2001,0,0,0,0,1,2.0,0.0,0.0
2001-404,Indian Wells Masters,64,2,2001-03-12,27,102539,0.0,1,Bohdan Ulihrach,1,188.0,CZE,26.0,102644,0.0,1,Franco Squillari,0,183.0,ARG,25.5,7-5 6-0,3,R64,71.0,2.0,2.0,57.0,27.0,22.0,16.0,9.0,5.0,6.0,3.0,5.0,60.0,36.0,20.0,10.0,9.0,5.0,10.0,54.0,751.0,18.0,1498.0,VAR,2001,0,0,0,0,1,2.0,0.0,0.0
2001-404,Indian Wells Masters,64,2,2001-03-12,28,103454,0.0,0,Nicolas Massu,1,183.0,CHI,21.4,103507,12.0,1,Juan Carlos Ferrero,1,183.0,ESP,21.0,7-6(3) 6-7(4) 7-6(6),3,R64,210.0,6.0,4.0,136.0,79.0,55.0,26.0,18.0,8.0,12.0,16.0,7.0,123.0,68.0,48.0,28.0,18.0,3.0,7.0,66.0,631.0,13.0,1870.0,VAR,2001,0,0,0,0,1,2.0,0.0,5.0
2001-404,Indian Wells Masters,64,2,2001-03-12,29,103096,13.0,1,Arnaud Clement,1,173.0,FRA,23.2,102776,0.0,1,Andrew Ilie,1,180.0,AUS,24.8,6-0 6-3,3,R64,49.0,0.0,0.0,42.0,23.0,17.0,13.0,8.0,1.0,2.0,2.0,3.0,40.0,16.0,9.0,7.0,7.0,1.0,6.0,12.0,1920.0,40.0,860.0,VAR,2001,0,0,0,0,1,2.0,5.0,0.0
2001-404,Indian Wells Masters,64,2,2001-03-12,30,101150,0.0,1,Gianluca Pozzi,0,180.0,ITA,35.7,101543,0.0,0,Jeff Tarango,0,180.0,USA,32.3,6-2 6-0,3,R64,52.0,7.0,2.0,37.0,18.0,15.0,14.0,7.0,0.0,0.0,1.0,0.0,39.0,27.0,11.0,3.0,7.0,1.0,6.0,44.0,805.0,116.0,350.0,VAR,2001,0,0,0,0,1,2.0,0.0,0.0
2001-404,Indian Wells Masters,64,2,2001-03-12,31,102765,0.0,1,Nicolas Escude,1,185.0,FRA,24.9,103714,0.0,1,Andreas Vinciguerra,0,180.0,SWE,20.0,7-6(7) 7-5,3,R64,124.0,4.0,5.0,86.0,43.0,27.0,26.0,12.0,3.0,5.0,5.0,1.0,89.0,50.0,30.0,21.0,12.0,3.0,6.0,36.0,945.0,46.0,800.0,VAR,2001,0,0,0,0,1,2.0,0.0,0.0
2001-404,Indian Wells Masters,64,2,2001-03-12,32,102563,0.0,1,Thomas Johansson,1,180.0,SWE,25.9,103498,2.0,1,Marat Safin,1,193.0,RUS,21.1,7-5 7-5,3,R64,99.0,9.0,4.0,74.0,33.0,26.0,23.0,12.0,2.0,4.0,0.0,2.0,71.0,44.0,25.0,15.0,12.0,2.0,6.0,26.0,1140.0,2.0,4300.0,VAR,2001,0,0,0,0,1,2.0,0.0,7.0
2001-404,Indian Wells Masters,64,2,2001-03-12,33,102856,1.0,1,Gustavo Kuerten,1,190.0,BRA,24.5,103758,0.0,0,Taylor Dent,1,188.0,USA,19.8,6-4 6-7(5) 6-2,3,R32,101.0,10.0,2.0,82.0,49.0,44.0,15.0,15.0,0.0,2.0,11.0,8.0,103.0,55.0,43.0,19.0,15.0,4.0,9.0,1.0,4425.0,197.0,195.0,VAR,2001,0,0,0,0,1,3.0,8.0,0.0
2001-404,Indian Wells Masters,64,2,2001-03-12,34,102998,0.0,1,Jan Michael Gambill,1,190.0,USA,23.7,102950,0.0,1,Fernando Vicente,1,180.0,ESP,24.0,6-3 6-2,3,R32,67.0,7.0,3.0,60.0,32.0,25.0,17.0,9.0,2.0,2.0,2.0,1.0,52.0,36.0,23.0,7.0,8.0,2.0,5.0,19.0,1325.0,37.0,940.0,VAR,2001,0,0,0,0,1,3.0,0.0,0.0
2001-404,Indian Wells Masters,64,2,2001-03-12,35,101964,0.0,0,Goran Ivanisevic,0,193.0,CRO,29.4,102358,9.0,1,Thomas Enqvist,1,190.0,SWE,26.9,7-6(1) 6-3,3,R32,74.0,23.0,6.0,68.0,40.0,37.0,15.0,11.0,7.0,7.0,0.0,3.0,64.0,40.0,27.0,13.0,10.0,3.0,4.0,126.0,319.0,9.0,2090.0,VAR,2001,0,0,0,0,1,3.0,0.0,6.0
2001-404,Indian Wells Masters,64,2,2001-03-12,36,102338,7.0,1,Yevgeny Kafelnikov,1,190.0,RUS,27.0,101532,0.0,1,Francisco Clavet,0,183.0,ESP,32.3,6-3 7-6(6),3,R32,83.0,5.0,6.0,79.0,37.0,29.0,24.0,11.0,4.0,5.0,2.0,1.0,53.0,31.0,21.0,18.0,10.0,2.0,4.0,6.0,2485.0,31.0,1020.0,VAR,2001,0,0,0,0,1,3.0,6.0,0.0
2001-404,Indian Wells Masters,64,2,2001-03-12,37,101948,3.0,1,Pete Sampras,1,185.0,USA,29.5,102148,0.0,1,Fabrice Santoro,1,178.0,FRA,28.2,6-3 3-6 6-0,3,R32,99.0,7.0,9.0,75.0,36.0,30.0,20.0,12.0,1.0,2.0,0.0,1.0,83.0,41.0,26.0,21.0,12.0,3.0,7.0,3.0,3080.0,49.0,790.0,VAR,2001,0,0,0,0,1,3.0,7.0,0.0
2001-404,Indian Wells Masters,64,2,2001-03-12,38,103206,16.0,1,Sebastien Grosjean,1,175.0,FRA,22.7,102845,0.0,1,Carlos Moya,1,190.0,ESP,24.5,6-3 4-6 7-6(3),3,R32,135.0,6.0,3.0,109.0,52.0,39.0,23.0,16.0,6.0,12.0,7.0,7.0,92.0,41.0,28.0,21.0,15.0,7.0,13.0,16.0,1760.0,24.0,1190.0,VAR,2001,0,0,0,0,1,3.0,4.0,0.0
2001-404,Indian Wells Masters,64,2,2001-03-12,39,102158,11.0,1,Patrick Rafter,1,185.0,AUS,28.2,103324,0.0,0,Arnaud Di Pasquale,1,185.0,FRA,22.0,6-2 6-2,3,R32,63.0,6.0,1.0,46.0,29.0,25.0,10.0,8.0,1.0,1.0,1.0,6.0,57.0,35.0,22.0,7.0,8.0,3.0,7.0,11.0,1985.0,63.0,660.0,VAR,2001,0,0,0,0,1,3.0,5.0,0.0
2001-404,Indian Wells Masters,64,2,2001-03-12,40,102374,8.0,1,Alex Corretja,1,180.0,ESP,26.9,102854,0.0,1,Sjeng Schalken,1,193.0,NED,24.5,6-4 7-6(2),3,R32,106.0,3.0,4.0,77.0,41.0,27.0,19.0,11.0,4.0,7.0,2.0,2.0,69.0,42.0,26.0,13.0,11.0,4.0,8.0,7.0,2425.0,29.0,1083.0,VAR,2001,0,0,0,0,1,3.0,6.0,0.0
2001-404,Indian Wells Masters,64,2,2001-03-12,41,102839,0.0,1,Nicolas Lapentti,1,188.0,ECU,24.5,102035,0.0,1,Jonas Bjorkman,1,183.0,SWE,28.9,6-3 6-2,3,R32,75.0,2.0,2.0,62.0,38.0,30.0,13.0,9.0,4.0,4.0,0.0,0.0,44.0,23.0,13.0,14.0,8.0,2.0,5.0,27.0,1130.0,51.0,790.0,VAR,2001,0,0,0,0,1,3.0,0.0,0.0
2001-404,Indian Wells Masters,64,2,2001-03-12,42,102450,10.0,1,Tim Henman,1,185.0,GBR,26.5,101611,0.0,1,Cedric Pioline,1,188.0,FRA,31.7,6-3 6-3,3,R32,76.0,5.0,2.0,57.0,31.0,22.0,16.0,9.0,4.0,6.0,3.0,0.0,56.0,35.0,16.0,10.0,9.0,3.0,8.0,10.0,2010.0,20.0,1290.0,VAR,2001,0,0,0,0,1,3.0,5.0,0.0
2001-404,Indian Wells Masters,64,2,2001-03-12,43,103017,0.0,1,Nicolas Kiefer,1,183.0,GER,23.6,103888,0.0,0,Mardy Fish,1,188.0,USA,19.2,6-4 6-1,3,R32,65.0,3.0,4.0,60.0,28.0,21.0,17.0,9.0,1.0,2.0,0.0,1.0,38.0,17.0,10.0,12.0,8.0,0.0,4.0,43.0,810.0,206.0,185.0,VAR,2001,0,0,0,0,1,3.0,0.0,0.0
2001-404,Indian Wells Masters,64,2,2001-03-12,44,101736,4.0,1,Andre Agassi,1,180.0,USA,30.8,103163,0.0,1,Tommy Haas,1,188.0,GER,22.9,7-6(5) 6-3,3,R32,89.0,3.0,3.0,73.0,44.0,30.0,17.0,11.0,3.0,5.0,3.0,2.0,62.0,34.0,23.0,14.0,10.0,0.0,3.0,4.0,2870.0,22.0,1245.0,VAR,2001,0,0,0,0,1,3.0,7.0,0.0
2001-404,Indian Wells Masters,64,2,2001-03-12,45,103720,6.0,1,Lleyton Hewitt,1,180.0,AUS,20.0,103387,0.0,0,Paradorn Srichaphan,1,185.0,THA,21.7,6-3 6-3,3,R32,77.0,3.0,6.0,62.0,34.0,26.0,16.0,9.0,0.0,0.0,3.0,9.0,67.0,42.0,30.0,8.0,9.0,3.0,6.0,8.0,2385.0,121.0,332.0,VAR,2001,0,0,0,0,1,3.0,6.0,0.0
2001-404,Indian Wells Masters,64,2,2001-03-12,46,102539,0.0,1,Bohdan Ulihrach,1,188.0,CZE,26.0,103454,0.0,0,Nicolas Massu,1,183.0,CHI,21.4,6-2 6-0 RET,3,R32,49.0,2.0,1.0,35.0,20.0,15.0,8.0,5.0,3.0,3.0,1.0,0.0,30.0,15.0,8.0,5.0,5.0,2.0,5.0,54.0,751.0,66.0,631.0,VAR,2001,0,0,0,0,1,3.0,0.0,0.0
2001-404,Indian Wells Masters,64,2,2001-03-12,47,103096,13.0,1,Arnaud Clement,1,173.0,FRA,23.2,101150,0.0,1,Gianluca Pozzi,0,180.0,ITA,35.7,6-3 6-4,3,R32,99.0,0.0,2.0,59.0,35.0,26.0,14.0,10.0,1.0,2.0,1.0,1.0,69.0,27.0,20.0,19.0,9.0,2.0,5.0,12.0,1920.0,44.0,805.0,VAR,2001,0,0,0,0,1,3.0,5.0,0.0
2001-404,Indian Wells Masters,64,2,2001-03-12,48,102765,0.0,1,Nicolas Escude,1,185.0,FRA,24.9,102563,0.0,1,Thomas Johansson,1,180.0,SWE,25.9,6-1 6-7(5) 7-5,3,R32,142.0,12.0,4.0,97.0,40.0,33.0,24.0,16.0,1.0,5.0,9.0,4.0,94.0,40.0,29.0,21.0,15.0,7.0,14.0,36.0,945.0,26.0,1140.0,VAR,2001,0,0,0,0,1,3.0,0.0,0.0
2001-404,Indian Wells Masters,64,2,2001-03-12,49,102998,0.0,1,Jan Michael Gambill,1,190.0,USA,23.7,102856,1.0,1,Gustavo Kuerten,1,190.0,BRA,24.5,7-6(5) 6-4,3,R16,96.0,10.0,3.0,75.0,44.0,34.0,16.0,11.0,1.0,2.0,9.0,2.0,74.0,45.0,33.0,15.0,11.0,4.0,6.0,19.0,1325.0,1.0,4425.0,VAR,2001,0,0,0,0,1,4.0,0.0,8.0
2001-404,Indian Wells Masters,64,2,2001-03-12,50,102338,7.0,1,Yevgeny Kafelnikov,1,190.0,RUS,27.0,101964,0.0,0,Goran Ivanisevic,0,193.0,CRO,29.4,5-7 6-2 6-3,3,R16,102.0,6.0,3.0,77.0,39.0,32.0,24.0,14.0,1.0,2.0,18.0,7.0,104.0,57.0,43.0,19.0,15.0,6.0,10.0,6.0,2485.0,126.0,319.0,VAR,2001,0,0,0,0,1,4.0,6.0,0.0
2001-404,Indian Wells Masters,64,2,2001-03-12,51,101948,3.0,1,Pete Sampras,1,185.0,USA,29.5,103206,16.0,1,Sebastien Grosjean,1,175.0,FRA,22.7,6-1 7-6(7),3,R16,80.0,5.0,5.0,61.0,33.0,27.0,16.0,10.0,2.0,4.0,2.0,3.0,72.0,47.0,28.0,11.0,9.0,4.0,8.0,3.0,3080.0,16.0,1760.0,VAR,2001,0,0,0,0,1,4.0,7.0,4.0
2001-404,Indian Wells Masters,64,2,2001-03-12,52,102158,11.0,1,Patrick Rafter,1,185.0,AUS,28.2,102374,8.0,1,Alex Corretja,1,180.0,ESP,26.9,4-6 6-3 6-4,3,R16,122.0,7.0,0.0,88.0,69.0,49.0,11.0,15.0,5.0,7.0,4.0,1.0,82.0,44.0,29.0,24.0,14.0,5.0,8.0,11.0,1985.0,7.0,2425.0,VAR,2001,0,0,0,0,1,4.0,5.0,6.0
2001-404,Indian Wells Masters,64,2,2001-03-12,53,102839,0.0,1,Nicolas Lapentti,1,188.0,ECU,24.5,102450,10.0,1,Tim Henman,1,185.0,GBR,26.5,6-4 6-4,3,R16,106.0,3.0,2.0,71.0,40.0,30.0,15.0,10.0,6.0,7.0,4.0,2.0,68.0,42.0,31.0,9.0,10.0,3.0,6.0,27.0,1130.0,10.0,2010.0,VAR,2001,0,0,0,0,1,4.0,0.0,5.0
2001-404,Indian Wells Masters,64,2,2001-03-12,54,101736,4.0,1,Andre Agassi,1,180.0,USA,30.8,103017,0.0,1,Nicolas Kiefer,1,183.0,GER,23.6,6-4 5-7 6-4,3,R16,135.0,3.0,4.0,87.0,52.0,39.0,21.0,16.0,2.0,4.0,8.0,5.0,97.0,39.0,30.0,32.0,16.0,8.0,11.0,4.0,2870.0,43.0,810.0,VAR,2001,0,0,0,0,1,4.0,7.0,0.0
2001-404,Indian Wells Masters,64,2,2001-03-12,55,103720,6.0,1,Lleyton Hewitt,1,180.0,AUS,20.0,102539,0.0,1,Bohdan Ulihrach,1,188.0,CZE,26.0,6-2 6-4,3,R16,68.0,10.0,0.0,43.0,24.0,21.0,15.0,9.0,0.0,0.0,3.0,2.0,62.0,35.0,24.0,11.0,9.0,4.0,7.0,8.0,2385.0,54.0,751.0,VAR,2001,0,0,0,0,1,4.0,6.0,0.0
2001-404,Indian Wells Masters,64,2,2001-03-12,56,102765,0.0,1,Nicolas Escude,1,185.0,FRA,24.9,103096,13.0,1,Arnaud Clement,1,173.0,FRA,23.2,6-1 6-2,3,R16,62.0,6.0,0.0,32.0,17.0,14.0,14.0,7.0,0.0,0.0,3.0,5.0,56.0,30.0,18.0,7.0,8.0,6.0,11.0,36.0,945.0,12.0,1920.0,VAR,2001,0,0,0,0,1,4.0,0.0,5.0
2001-404,Indian Wells Masters,64,2,2001-03-12,57,102338,7.0,1,Yevgeny Kafelnikov,1,190.0,RUS,27.0,102998,0.0,1,Jan Michael Gambill,1,190.0,USA,23.7,6-4 6-3,3,QF,80.0,9.0,2.0,62.0,36.0,28.0,16.0,9.0,3.0,3.0,10.0,5.0,60.0,34.0,28.0,10.0,10.0,2.0,5.0,6.0,2485.0,19.0,1325.0,VAR,2001,0,0,0,0,1,5.0,6.0,0.0
2001-404,Indian Wells Masters,64,2,2001-03-12,58,101948,3.0,1,Pete Sampras,1,185.0,USA,29.5,102158,11.0,1,Patrick Rafter,1,185.0,AUS,28.2,4-6 7-6(4) 6-4,3,QF,132.0,8.0,0.0,86.0,49.0,42.0,26.0,16.0,1.0,2.0,9.0,0.0,110.0,69.0,48.0,25.0,16.0,2.0,3.0,3.0,3080.0,11.0,1985.0,VAR,2001,0,0,0,0,1,5.0,7.0,5.0
2001-404,Indian Wells Masters,64,2,2001-03-12,59,101736,4.0,1,Andre Agassi,1,180.0,USA,30.8,102839,0.0,1,Nicolas Lapentti,1,188.0,ECU,24.5,6-1 6-2,3,QF,59.0,0.0,1.0,39.0,24.0,18.0,8.0,7.0,1.0,2.0,3.0,5.0,47.0,19.0,9.0,9.0,8.0,3.0,9.0,4.0,2870.0,27.0,1130.0,VAR,2001,0,0,0,0,1,5.0,7.0,0.0
2001-404,Indian Wells Masters,64,2,2001-03-12,60,103720,6.0,1,Lleyton Hewitt,1,180.0,AUS,20.0,102765,0.0,1,Nicolas Escude,1,185.0,FRA,24.9,6-1 6-3,3,QF,75.0,4.0,4.0,45.0,24.0,18.0,9.0,8.0,0.0,2.0,3.0,2.0,55.0,29.0,15.0,8.0,8.0,3.0,9.0,8.0,2385.0,36.0,945.0,VAR,2001,0,0,0,0,1,5.0,6.0,0.0
2001-404,Indian Wells Masters,64,2,2001-03-12,61,101948,3.0,1,Pete Sampras,1,185.0,USA,29.5,102338,7.0,1,Yevgeny Kafelnikov,1,190.0,RUS,27.0,7-5 6-4,3,SF,76.0,10.0,4.0,61.0,37.0,27.0,8.0,11.0,1.0,4.0,2.0,2.0,61.0,34.0,23.0,9.0,11.0,2.0,7.0,3.0,3080.0,6.0,2485.0,VAR,2001,0,0,0,0,1,6.0,7.0,6.0
2001-404,Indian Wells Masters,64,2,2001-03-12,62,101736,4.0,1,Andre Agassi,1,180.0,USA,30.8,103720,6.0,1,Lleyton Hewitt,1,180.0,AUS,20.0,6-4 3-6 6-4,3,SF,111.0,3.0,4.0,81.0,55.0,36.0,13.0,14.0,5.0,9.0,2.0,5.0,78.0,35.0,28.0,17.0,15.0,1.0,6.0,4.0,2870.0,8.0,2385.0,VAR,2001,0,0,0,0,1,6.0,7.0,6.0
2001-404,Indian Wells Masters,64,2,2001-03-12,63,101736,4.0,1,Andre Agassi,1,180.0,USA,30.8,101948,3.0,1,Pete Sampras,1,185.0,USA,29.5,7-6(5) 7-5 6-1,5,F,131.0,4.0,1.0,106.0,83.0,58.0,16.0,16.0,4.0,4.0,14.0,11.0,94.0,48.0,39.0,19.0,15.0,7.0,10.0,4.0,2870.0,3.0,3080.0,VAR,2001,0,0,0,0,1,7.0,7.0,7.0
2001-407,Rotterdam,32,1,2001-02-19,1,103018,0.0,1,Max Mirnyi,1,196.0,BLR,23.6,103498,1.0,1,Marat Safin,1,193.0,RUS,21.0,6-7(7) 6-4 6-3,3,R32,114.0,8.0,4.0,93.0,54.0,46.0,22.0,15.0,2.0,2.0,10.0,2.0,98.0,53.0,40.0,25.0,16.0,5.0,8.0,41.0,865.0,1.0,4265.0,NED,2001,0,0,0,0,1,3.0,0.0,8.0
2001-407,Rotterdam,32,1,2001-02-19,2,103714,0.0,1,Andreas Vinciguerra,0,180.0,SWE,20.0,101611,0.0,1,Cedric Pioline,1,188.0,FRA,31.6,4-6 6-4 6-4,3,R32,111.0,9.0,3.0,103.0,56.0,43.0,23.0,15.0,7.0,8.0,20.0,4.0,85.0,54.0,42.0,18.0,15.0,4.0,6.0,38.0,915.0,19.0,1345.0,NED,2001,0,0,0,0,1,3.0,0.0,0.0
2001-407,Rotterdam,32,1,2001-02-19,3,103166,0.0,1,Vladimir Voltchkov,1,180.0,BLR,22.8,102539,0.0,1,Bohdan Ulihrach,1,188.0,CZE,25.9,4-6 7-5 6-1,3,R32,112.0,5.0,2.0,93.0,52.0,39.0,21.0,15.0,5.0,8.0,4.0,3.0,85.0,50.0,38.0,10.0,14.0,11.0,16.0,34.0,981.0,54.0,766.0,NED,2001,0,0,0,0,1,3.0,0.0,0.0
2001-407,Rotterdam,32,1,2001-02-19,4,103103,6.0,1,Dominik Hrbaty,1,183.0,SVK,23.1,102563,0.0,1,Thomas Johansson,1,180.0,SWE,25.9,6-3 6-4,3,R32,65.0,5.0,1.0,59.0,30.0,22.0,17.0,10.0,1.0,2.0,3.0,3.0,46.0,24.0,18.0,9.0,9.0,1.0,4.0,14.0,1755.0,30.0,1020.0,NED,2001,0,0,0,0,1,3.0,6.0,0.0
2001-407,Rotterdam,32,1,2001-02-19,5,102450,4.0,1,Tim Henman,1,185.0,GBR,26.4,102533,0.0,0,Jens Knippschild,1,190.0,GER,26.0,4-6 6-3 6-4,3,R32,136.0,3.0,3.0,94.0,59.0,41.0,17.0,15.0,2.0,5.0,2.0,4.0,131.0,65.0,40.0,34.0,14.0,16.0,20.0,10.0,2020.0,100.0,391.0,NED,2001,0,0,0,0,1,3.0,7.0,0.0
2001-407,Rotterdam,32,1,2001-02-19,6,102765,0.0,0,Nicolas Escude,1,185.0,FRA,24.8,102035,0.0,1,Jonas Bjorkman,1,183.0,SWE,28.9,6-0 6-4,3,R32,75.0,7.0,1.0,47.0,21.0,18.0,17.0,8.0,4.0,4.0,1.0,2.0,53.0,24.0,16.0,11.0,8.0,3.0,7.0,60.0,725.0,47.0,815.0,NED,2001,0,0,0,0,1,3.0,0.0,0.0
2001-407,Rotterdam,32,1,2001-02-19,7,103171,0.0,0,Raemon Sluiter,1,185.0,NED,22.8,102148,0.0,1,Fabrice Santoro,1,178.0,FRA,28.1,4-6 6-1 6-3,3,R32,106.0,5.0,5.0,73.0,39.0,29.0,21.0,12.0,3.0,4.0,1.0,4.0,96.0,45.0,28.0,27.0,13.0,5.0,9.0,102.0,388.0,48.0,810.0,NED,2001,1,0,0,0,1,3.0,0.0,0.0
2001-407,Rotterdam,32,1,2001-02-19,8,103344,0.0,0,Ivan Ljubicic,1,193.0,CRO,21.9,103507,8.0,1,Juan Carlos Ferrero,1,183.0,ESP,21.0,7-6(2) 6-4,3,R32,87.0,19.0,6.0,77.0,44.0,40.0,16.0,11.0,4.0,4.0,6.0,2.0,59.0,35.0,29.0,17.0,11.0,4.0,5.0,92.0,418.0,15.0,1645.0,NED,2001,0,0,0,0,1,3.0,0.0,6.0
2001-407,Rotterdam,32,1,2001-02-19,9,103206,7.0,1,Sebastien Grosjean,1,175.0,FRA,22.7,101150,0.0,1,Gianluca Pozzi,0,180.0,ITA,35.6,6-3 6-4,3,R32,89.0,3.0,0.0,65.0,33.0,29.0,15.0,10.0,1.0,2.0,4.0,2.0,59.0,22.0,15.0,18.0,9.0,3.0,6.0,13.0,1760.0,45.0,830.0,NED,2001,0,0,0,0,1,3.0,6.0,0.0
2001-407,Rotterdam,32,1,2001-02-19,10,103819,0.0,1,Roger Federer,1,185.0,SUI,19.5,102776,0.0,1,Andrew Ilie,1,180.0,AUS,24.8,7-6(5) 6-1,3,R32,71.0,4.0,2.0,56.0,29.0,22.0,15.0,10.0,1.0,3.0,2.0,0.0,73.0,39.0,22.0,14.0,9.0,3.0,7.0,23.0,1150.0,42.0,860.0,NED,2001,0,0,0,0,1,3.0,0.0,0.0
2001-407,Rotterdam,32,1,2001-02-19,11,102854,0.0,1,Sjeng Schalken,1,193.0,NED,24.4,102184,0.0,1,David Prinosil,1,185.0,GER,27.9,4-6 7-5 7-6(2),3,R32,152.0,4.0,4.0,115.0,64.0,42.0,32.0,17.0,7.0,11.0,9.0,4.0,105.0,49.0,36.0,27.0,17.0,5.0,9.0,27.0,1073.0,31.0,1010.0,NED,2001,1,0,0,0,1,3.0,0.0,0.0
2001-407,Rotterdam,32,1,2001-02-19,12,102374,3.0,1,Alex Corretja,1,180.0,ESP,26.8,101733,0.0,0,Jan Siemerink,0,183.0,NED,30.8,4-6 7-6(4) 7-6(6),3,R32,189.0,7.0,4.0,123.0,66.0,51.0,29.0,17.0,4.0,7.0,2.0,6.0,125.0,69.0,53.0,29.0,17.0,12.0,14.0,8.0,2415.0,87.0,461.0,NED,2001,0,1,0,0,1,3.0,7.0,0.0
2001-407,Rotterdam,32,1,2001-02-19,13,103096,5.0,1,Arnaud Clement,1,173.0,FRA,23.1,101820,0.0,1,Marc Rosset,1,201.0,SUI,30.2,6-3 3-6 6-3,3,R32,93.0,4.0,2.0,78.0,43.0,32.0,23.0,14.0,0.0,1.0,13.0,4.0,69.0,37.0,32.0,16.0,13.0,3.0,5.0,12.0,1910.0,39.0,905.0,NED,2001,0,0,0,0,1,3.0,7.0,0.0
2001-407,Rotterdam,32,1,2001-02-19,14,102318,0.0,1,Andrei Pavel,1,183.0,ROU,27.0,103193,0.0,0,Peter Wessels,1,196.0,NED,22.7,4-6 6-4 6-3,3,R32,102.0,8.0,3.0,72.0,46.0,30.0,13.0,14.0,1.0,6.0,6.0,3.0,92.0,50.0,29.0,17.0,15.0,6.0,13.0,24.0,1130.0,133.0,289.0,NED,2001,0,1,0,0,1,3.0,0.0,0.0
2001-407,Rotterdam,32,1,2001-02-19,15,103017,0.0,1,Nicolas Kiefer,1,183.0,GER,23.6,102562,0.0,1,Jiri Novak,1,190.0,CZE,25.9,6-2 6-4,3,R32,82.0,6.0,2.0,53.0,26.0,19.0,13.0,9.0,2.0,5.0,1.0,1.0,70.0,45.0,22.0,11.0,9.0,3.0,9.0,55.0,765.0,62.0,675.0,NED,2001,0,0,0,0,1,3.0,0.0,0.0
2001-407,Rotterdam,32,1,2001-02-19,16,102338,2.0,1,Yevgeny Kafelnikov,1,190.0,RUS,27.0,101792,0.0,0,Slava Dosedel,1,183.0,CZE,30.5,6-2 6-2,3,R32,49.0,3.0,1.0,45.0,24.0,21.0,14.0,8.0,0.0,0.0,5.0,5.0,43.0,21.0,14.0,8.0,8.0,3.0,7.0,6.0,2550.0,86.0,462.0,NED,2001,0,0,0,0,1,3.0,7.0,0.0
2001-407,Rotterdam,32,1,2001-02-19,17,103714,0.0,1,Andreas Vinciguerra,0,180.0,SWE,20.0,103018,0.0,1,Max Mirnyi,1,196.0,BLR,23.6,6-7(2) 7-5 7-6(5),3,R16,144.0,9.0,4.0,152.0,85.0,61.0,35.0,18.0,9.0,10.0,15.0,3.0,106.0,69.0,55.0,21.0,18.0,1.0,3.0,38.0,915.0,41.0,865.0,NED,2001,0,0,0,0,1,4.0,0.0,0.0
2001-407,Rotterdam,32,1,2001-02-19,18,103166,0.0,1,Vladimir Voltchkov,1,180.0,BLR,22.8,103103,6.0,1,Dominik Hrbaty,1,183.0,SVK,23.1,6-2 1-6 7-6(2),3,R16,106.0,8.0,5.0,87.0,42.0,33.0,19.0,13.0,2.0,5.0,14.0,6.0,90.0,47.0,36.0,20.0,14.0,6.0,9.0,34.0,981.0,14.0,1755.0,NED,2001,0,0,0,0,1,4.0,0.0,6.0
