tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points,tourney_ioc,tourney_year,w_host,l_host
2007-747,Beijing,Hard,32,A,2007-09-10,28,103602,2.0,,Fernando Gonzalez,R,183.0,CHI,27.1,102703,6.0,,Hyung Taik Lee,R,180.0,KOR,31.6,7-5 6-7(5) 6-4,3,QF,143.0,8.0,4.0,106.0,68.0,48.0,18.0,17.0,4.0,8.0,4.0,6.0,107.0,62.0,41.0,19.0,17.0,6.0,12.0,7.0,2185.0,39.0,841.0,CHN,2007,0,0
2007-747,Beijing,Hard,32,A,2007-09-10,29,103990,3.0,,Tommy Robredo,R,180.0,ESP,25.3,103017,,WC,Nicolas Kiefer,R,183.0,GER,30.1,7-6(5) 7-5,3,SF,138.0,1.0,0.0,83.0,61.0,42.0,14.0,12.0,6.0,8.0,5.0,2.0,74.0,42.0,30.0,15.0,12.0,1.0,4.0,11.0,1875.0,168.0,255.0,CHN,2007,0,0
2007-747,Beijing,Hard,32,A,2007-09-10,30,103602,2.0,,Fernando Gonzalez,R,183.0,CHI,27.1,103344,4.0,,Ivan Ljubicic,R,193.0,CRO,28.4,2-6 6-3 6-4,3,SF,117.0,7.0,3.0,80.0,59.0,38.0,8.0,13.0,4.0,8.0,6.0,2.0,77.0,46.0,29.0,16.0,14.0,4.0,9.0,7.0,2185.0,12.0,1850.0,CHN,2007,0,0
2007-747,Beijing,Hard,32,A,2007-09-10,31,103602,2.0,,Fernando Gonzalez,R,183.0,CHI,27.1,103990,3.0,,Tommy Robredo,R,180.0,ESP,25.3,6-1 3-6 6-1,3,F,106.0,1.0,1.0,63.0,40.0,33.0,12.0,12.0,1.0,3.0,2.0,2.0,83.0,61.0,35.0,8.0,11.0,9.0,14.0,7.0,2185.0,11.0,1875.0,CHN,2007,0,0
2007-773,Bucharest,Clay,32,A,2007-09-10,1,104620,,,Simone Bolelli,R,183.0,ITA,21.9,104597,1.0,,Nicolas Almagro,R,183.0,ESP,22.0,4-6 5-1 RET,3,R32,62.0,3.0,1.0,46.0,33.0,25.0,8.0,8.0,3.0,4.0,4.0,1.0,50.0,39.0,25.0,6.0,8.0,5.0,7.0,93.0,446.0,26.0,1050.0,,2007,0,0
2007-773,Bucharest,Clay,32,A,2007-09-10,2,103393,,Q,Yuri Schukin,R,188.0,KAZ,28.2,103701,,,Diego Hartfield,R,185.0,ARG,26.6,7-6(5) 5-7 6-2,3,R32,170.0,6.0,0.0,103.0,63.0,44.0,22.0,16.0,6.0,10.0,11.0,8.0,108.0,54.0,37.0,23.0,16.0,7.0,12.0,164.0,260.0,73.0,523.0,,2007,0,0
2007-773,Bucharest,Clay,32,A,2007-09-10,3,103868,,,Ivan Navarro,R,183.0,ESP,25.8,104589,,,Chris Guccione,L,201.0,AUS,22.1,6-4 7-6(4),3,R32,82.0,7.0,0.0,66.0,55.0,39.0,6.0,11.0,2.0,4.0,5.0,1.0,62.0,42.0,27.0,12.0,11.0,4.0,7.0,99.0,423.0,95.0,444.0,,2007,0,0
2007-773,Bucharest,Clay,32,A,2007-09-10,4,104122,,,Carlos Berlocq,R,183.0,ARG,24.5,102148,7.0,,Fabrice Santoro,R,178.0,FRA,34.7,7-6(5) 6-1,3,R32,94.0,0.0,1.0,58.0,48.0,31.0,6.0,9.0,1.0,4.0,0.0,2.0,66.0,31.0,20.0,12.0,10.0,5.0,11.0,77.0,515.0,44.0,754.0,,2007,0,0
2007-773,Bucharest,Clay,32,A,2007-09-10,5,104312,,,Andreas Seppi,R,190.0,ITA,23.5,103781,4.0,,Jurgen Melzer,L,183.0,AUT,26.3,4-6 7-5 6-4,3,R32,150.0,3.0,8.0,114.0,66.0,39.0,23.0,16.0,10.0,16.0,3.0,6.0,102.0,67.0,41.0,12.0,16.0,5.0,12.0,75.0,515.0,32.0,910.0,,2007,0,0
2007-773,Bucharest,Clay,32,A,2007-09-10,6,103204,,Q,Hugo Armando,R,183.0,USA,29.2,103373,,,Sergio Roitman,R,185.0,ARG,28.3,6-0 6-1,3,R32,48.0,0.0,0.0,34.0,23.0,21.0,7.0,7.0,0.0,0.0,0.0,0.0,39.0,22.0,7.0,7.0,6.0,1.0,6.0,230.0,174.0,81.0,507.0,,2007,0,0
2007-773,Bucharest,Clay,32,A,2007-09-10,7,105095,,,Evgeny Korolev,R,185.0,KAZ,19.5,103722,,,Florent Serra,R,180.0,FRA,26.5,4-6 6-5 RET,3,R32,97.0,1.0,4.0,61.0,23.0,15.0,23.0,11.0,2.0,5.0,1.0,1.0,69.0,37.0,21.0,20.0,10.0,3.0,5.0,89.0,469.0,85.0,490.0,,2007,0,0
2007-773,Bucharest,Clay,32,A,2007-09-10,8,104468,6.0,,Gilles Simon,R,183.0,FRA,22.7,104198,,,Guillermo Garcia Lopez,R,188.0,ESP,24.2,7-6(3) 6-4,3,R32,121.0,0.0,1.0,81.0,46.0,31.0,17.0,11.0,7.0,11.0,0.0,2.0,70.0,48.0,27.0,8.0,11.0,4.0,9.0,42.0,790.0,87.0,484.0,,2007,0,0
2007-773,Bucharest,Clay,32,A,2007-09-10,9,103656,8.0,,Albert Montanes,R,175.0,ESP,26.7,103534,,,Nicolas Devilder,L,173.0,FRA,27.4,6-3 6-1,3,R32,62.0,3.0,4.0,49.0,24.0,19.0,14.0,8.0,2.0,3.0,4.0,2.0,49.0,22.0,12.0,8.0,8.0,3.0,8.0,46.0,705.0,115.0,375.0,,2007,0,0
2007-773,Bucharest,Clay,32,A,2007-09-10,10,103812,,WC,Victor Hanescu,R,198.0,ROU,26.1,104252,,,Florian Mayer,R,190.0,GER,23.9,7-6(1) 7-6(3),3,R32,97.0,3.0,0.0,76.0,46.0,33.0,20.0,12.0,2.0,4.0,4.0,5.0,78.0,47.0,34.0,16.0,12.0,1.0,3.0,151.0,288.0,55.0,626.0,,2007,0,0
2007-773,Bucharest,Clay,32,A,2007-09-10,11,102318,,WC,Andrei Pavel,R,183.0,ROU,33.6,103169,,,Oscar Hernandez,R,180.0,ESP,29.4,7-5 7-5,3,R32,106.0,3.0,2.0,67.0,40.0,30.0,16.0,12.0,1.0,3.0,2.0,3.0,72.0,46.0,31.0,12.0,12.0,5.0,9.0,90.0,467.0,52.0,646.0,,2007,0,0
2007-773,Bucharest,Clay,32,A,2007-09-10,12,103808,3.0,,Potito Starace,R,188.0,ITA,26.1,104019,,,Kristof Vliegen,R,193.0,BEL,25.2,3-6 7-5 6-2,3,R32,126.0,3.0,1.0,92.0,70.0,43.0,15.0,14.0,5.0,8.0,0.0,5.0,90.0,43.0,31.0,23.0,15.0,3.0,8.0,31.0,926.0,80.0,507.0,,2007,0,0
2007-773,Bucharest,Clay,32,A,2007-09-10,13,104214,5.0,,Igor Andreev,R,185.0,RUS,24.1,103429,,,Peter Luczak,R,183.0,AUS,28.0,6-4 3-6 6-4,3,R32,128.0,9.0,0.0,80.0,58.0,40.0,16.0,14.0,2.0,4.0,4.0,1.0,99.0,59.0,45.0,17.0,15.0,7.0,10.0,38.0,845.0,91.0,455.0,,2007,0,0
2007-773,Bucharest,Clay,32,A,2007-09-10,14,102967,,,Marc Gicquel,R,188.0,FRA,30.4,103805,,Q,Catalin Gard,R,,ROU,26.1,6-4 6-4,3,R32,98.0,2.0,1.0,59.0,36.0,28.0,11.0,10.0,1.0,2.0,3.0,4.0,64.0,47.0,32.0,6.0,10.0,2.0,5.0,67.0,555.0,250.0,151.0,,2007,0,0
2007-773,Bucharest,Clay,32,A,2007-09-10,15,103506,,,Martin Vassallo Arguello,R,183.0,ARG,27.5,102381,,,Werner Eschauer,R,188.0,AUT,33.3,6-4 6-4,3,R32,95.0,4.0,0.0,51.0,32.0,25.0,12.0,10.0,0.0,1.0,2.0,0.0,64.0,25.0,20.0,17.0,10.0,2.0,5.0,74.0,517.0,62.0,584.0,,2007,0,0
2007-773,Bucharest,Clay,32,A,2007-09-10,16,104792,,Q,Gael Monfils,R,193.0,FRA,21.0,103835,2.0,,Filippo Volandri,R,183.0,ITA,26.0,6-3 7-6(4),3,R32,104.0,3.0,7.0,69.0,33.0,25.0,14.0,11.0,1.0,5.0,0.0,2.0,74.0,53.0,25.0,13.0,10.0,4.0,9.0,48.0,672.0,28.0,971.0,,2007,0,0
2007-773,Bucharest,Clay,32,A,2007-09-10,17,103393,,Q,Yuri Schukin,R,188.0,KAZ,28.2,104620,,,Simone Bolelli,R,183.0,ITA,21.9,6-4 6-3,3,R16,82.0,4.0,2.0,58.0,40.0,30.0,8.0,9.0,5.0,6.0,2.0,0.0,57.0,40.0,26.0,7.0,10.0,1.0,5.0,164.0,260.0,93.0,446.0,,2007,0,0
2007-773,Bucharest,Clay,32,A,2007-09-10,18,104122,,,Carlos Berlocq,R,183.0,ARG,24.5,103868,,,Ivan Navarro,R,183.0,ESP,25.8,7-5 6-3,3,R16,116.0,0.0,1.0,55.0,39.0,32.0,10.0,11.0,1.0,2.0,1.0,2.0,65.0,38.0,25.0,14.0,10.0,4.0,7.0,77.0,515.0,99.0,423.0,,2007,0,0
2007-773,Bucharest,Clay,32,A,2007-09-10,19,103204,,Q,Hugo Armando,R,183.0,USA,29.2,104312,,,Andreas Seppi,R,190.0,ITA,23.5,6-0 6-3,3,R16,67.0,1.0,1.0,45.0,29.0,24.0,10.0,8.0,1.0,1.0,0.0,4.0,49.0,24.0,11.0,10.0,7.0,8.0,12.0,230.0,174.0,75.0,515.0,,2007,0,0
2007-773,Bucharest,Clay,32,A,2007-09-10,20,104468,6.0,,Gilles Simon,R,183.0,FRA,22.7,105095,,,Evgeny Korolev,R,185.0,KAZ,19.5,6-4 6-2,3,R16,85.0,1.0,2.0,64.0,37.0,26.0,14.0,9.0,4.0,6.0,0.0,2.0,51.0,28.0,20.0,6.0,9.0,2.0,7.0,42.0,790.0,89.0,469.0,,2007,0,0
2007-773,Bucharest,Clay,32,A,2007-09-10,21,103812,,WC,Victor Hanescu,R,198.0,ROU,26.1,103656,8.0,,Albert Montanes,R,175.0,ESP,26.7,6-3 6-2,3,R16,72.0,5.0,0.0,60.0,46.0,35.0,7.0,9.0,3.0,3.0,5.0,2.0,46.0,29.0,18.0,8.0,8.0,2.0,5.0,151.0,288.0,46.0,705.0,,2007,0,0
2007-773,Bucharest,Clay,32,A,2007-09-10,22,103808,3.0,,Potito Starace,R,188.0,ITA,26.1,102318,,WC,Andrei Pavel,R,183.0,ROU,33.6,6-3 6-3,3,R16,78.0,3.0,0.0,55.0,41.0,28.0,7.0,9.0,2.0,3.0,1.0,1.0,54.0,35.0,25.0,4.0,9.0,7.0,11.0,31.0,926.0,90.0,467.0,,2007,0,0
2007-773,Bucharest,Clay,32,A,2007-09-10,23,102967,,,Marc Gicquel,R,188.0,FRA,30.4,104214,5.0,,Igor Andreev,R,185.0,RUS,24.1,6-4 6-3,3,R16,79.0,1.0,2.0,55.0,21.0,18.0,15.0,9.0,4.0,6.0,1.0,3.0,64.0,47.0,25.0,8.0,10.0,3.0,8.0,67.0,555.0,38.0,845.0,,2007,0,0
2007-773,Bucharest,Clay,32,A,2007-09-10,24,104792,,Q,Gael Monfils,R,193.0,FRA,21.0,103506,,,Martin Vassallo Arguello,R,183.0,ARG,27.5,6-4 6-4,3,R16,90.0,1.0,0.0,60.0,37.0,24.0,16.0,10.0,2.0,3.0,1.0,1.0,54.0,38.0,26.0,9.0,10.0,4.0,7.0,48.0,672.0,74.0,517.0,,2007,0,0
2007-773,Bucharest,Clay,32,A,2007-09-10,25,104122,,,Carlos Berlocq,R,183.0,ARG,24.5,103393,,Q,Yuri Schukin,R,188.0,KAZ,28.2,7-5 6-3,3,QF,94.0,4.0,0.0,65.0,50.0,35.0,13.0,11.0,3.0,3.0,1.0,1.0,56.0,34.0,22.0,14.0,10.0,1.0,3.0,77.0,515.0,164.0,260.0,,2007,0,0
2007-773,Bucharest,Clay,32,A,2007-09-10,26,104468,6.0,,Gilles Simon,R,183.0,FRA,22.7,103204,,Q,Hugo Armando,R,183.0,USA,29.2,6-4 6-2,3,QF,80.0,3.0,0.0,63.0,41.0,31.0,11.0,9.0,4.0,5.0,0.0,1.0,63.0,43.0,25.0,8.0,9.0,4.0,8.0,42.0,790.0,230.0,174.0,,2007,0,0
2007-773,Bucharest,Clay,32,A,2007-09-10,27,103812,,WC,Victor Hanescu,R,198.0,ROU,26.1,103808,3.0,,Potito Starace,R,188.0,ITA,26.1,7-6(5) 7-5,3,QF,97.0,3.0,0.0,62.0,44.0,39.0,13.0,12.0,0.0,0.0,3.0,0.0,84.0,63.0,45.0,12.0,12.0,5.0,6.0,151.0,288.0,31.0,926.0,,2007,0,0
2007-773,Bucharest,Clay,32,A,2007-09-10,28,104792,,Q,Gael Monfils,R,193.0,FRA,21.0,102967,,,Marc Gicquel,R,188.0,FRA,30.4,6-4 6-2,3,QF,74.0,12.0,5.0,64.0,35.0,28.0,16.0,9.0,8.0,8.0,1.0,3.0,64.0,44.0,28.0,9.0,9.0,6.0,9.0,48.0,672.0,67.0,555.0,,2007,0,0
2007-773,Bucharest,Clay,32,A,2007-09-10,29,104468,6.0,,Gilles Simon,R,183.0,FRA,22.7,104122,,,Carlos Berlocq,R,183.0,ARG,24.5,6-7(4) 6-2 6-3,3,SF,143.0,2.0,2.0,94.0,44.0,31.0,28.0,14.0,7.0,10.0,2.0,1.0,95.0,56.0,37.0,12.0,15.0,5.0,12.0,42.0,790.0,77.0,515.0,,2007,0,0
2007-773,Bucharest,Clay,32,A,2007-09-10,30,103812,,WC,Victor Hanescu,R,198.0,ROU,26.1,104792,,Q,Gael Monfils,R,193.0,FRA,21.0,6-2 6-3,3,SF,66.0,3.0,0.0,39.0,30.0,24.0,8.0,8.0,0.0,0.0,2.0,2.0,57.0,33.0,21.0,10.0,9.0,4.0,8.0,151.0,288.0,48.0,672.0,,2007,0,0
2007-773,Bucharest,Clay,32,A,2007-09-10,31,104468,6.0,,Gilles Simon,R,183.0,FRA,22.7,103812,,WC,Victor Hanescu,R,198.0,ROU,26.1,4-6 6-3 6-2,3,F,111.0,4.0,2.0,88.0,54.0,41.0,18.0,14.0,6.0,7.0,3.0,1.0,76.0,55.0,41.0,8.0,13.0,2.0,5.0,42.0,790.0,151.0,288.0,,2007,0,0
2007-807,Acapulco,Clay,32,A,2007-02-26,1,103507,1.0,,Juan Carlos Ferrero,R,183.0,ESP,27.0,103808,,,Potito Starace,R,188.0,ITA,25.6,7-6(3) 4-6 6-3,3,R32,168.0,1.0,1.0,122.0,96.0,62.0,12.0,16.0,14.0,17.0,5.0,2.0,118.0,79.0,50.0,20.0,15.0,10.0,13.0,25.0,1100.0,94.0,453.0,MEX,2007,0,0
2007-807,Acapulco,Clay,32,A,2007-02-26,2,104160,,,Lukas Dlouhy,R,185.0,CZE,23.8,103035,,,Alessio Di Mauro,L,185.0,ITA,29.5,6-3 6-2,3,R32,61.0,3.0,2.0,50.0,33.0,25.0,10.0,9.0,1.0,2.0,0.0,2.0,63.0,32.0,21.0,10.0,8.0,9.0,13.0,118.0,379.0,68.0,543.0,MEX,2007,0,0
2007-807,Acapulco,Clay,32,A,2007-02-26,3,103700,,Q,Juan Pablo Guzman,L,178.0,ARG,26.0,103240,,,Kevin Kim,R,180.0,USA,28.5,6-4 6-2,3,R32,61.0,7.0,1.0,62.0,43.0,31.0,8.0,9.0,3.0,4.0,4.0,4.0,49.0,31.0,22.0,6.0,9.0,3.0,7.0,153.0,281.0,124.0,363.0,MEX,2007,0,0
2007-807,Acapulco,Clay,32,A,2007-02-26,4,103292,5.0,,Gaston Gaudio,R,175.0,ARG,28.2,103632,,,Luis Horna,R,180.0,PER,26.4,1-1 RET,3,R32,15.0,2.0,0.0,4.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,8.0,6.0,4.0,0.0,1.0,0.0,0.0,36.0,845.0,46.0,755.0,MEX,2007,0,0
2007-807,Acapulco,Clay,32,A,2007-02-26,5,104597,3.0,,Nicolas Almagro,R,183.0,ESP,21.5,103151,,WC,Mariano Zabaleta,R,183.0,ARG,28.9,6-3 6-4,3,R32,81.0,14.0,0.0,67.0,42.0,34.0,9.0,10.0,5.0,6.0,2.0,4.0,56.0,27.0,20.0,13.0,9.0,1.0,4.0,28.0,990.0,158.0,270.0,MEX,2007,0,0
2007-807,Acapulco,Clay,32,A,2007-02-26,6,103105,,,Ruben Ramirez Hidalgo,R,183.0,ESP,29.1,104136,,WC,Santiago Gonzalez,R,190.0,MEX,24.0,6-4 6-3,3,R32,76.0,1.0,6.0,68.0,39.0,26.0,16.0,10.0,3.0,6.0,0.0,5.0,59.0,45.0,25.0,5.0,9.0,5.0,10.0,59.0,625.0,234.0,168.0,MEX,2007,0,1
2007-807,Acapulco,Clay,32,A,2007-02-26,7,103701,,,Diego Hartfield,R,185.0,ARG,26.0,103204,,Q,Hugo Armando,R,183.0,USA,28.7,6-4 7-6(4),3,R32,116.0,1.0,1.0,68.0,52.0,41.0,8.0,11.0,4.0,5.0,4.0,6.0,86.0,43.0,27.0,23.0,11.0,3.0,5.0,93.0,454.0,224.0,183.0,MEX,2007,0,0
2007-807,Acapulco,Clay,32,A,2007-02-26,8,102845,8.0,,Carlos Moya,R,190.0,ESP,30.4,104179,,WC,Bruno Echagaray,R,183.0,MEX,23.8,6-3 6-4,3,R32,69.0,8.0,1.0,52.0,32.0,26.0,13.0,10.0,2.0,3.0,1.0,2.0,56.0,37.0,23.0,10.0,9.0,2.0,5.0,47.0,735.0,216.0,187.0,MEX,2007,0,1
2007-807,Acapulco,Clay,32,A,2007-02-26,9,103454,6.0,,Nicolas Massu,R,183.0,CHI,27.3,104338,,,Juan Monaco,R,185.0,ARG,22.9,7-6(4) 7-5,3,R32,123.0,8.0,4.0,74.0,47.0,35.0,19.0,12.0,0.0,1.0,3.0,3.0,87.0,58.0,40.0,13.0,12.0,5.0,7.0,53.0,690.0,58.0,664.0,MEX,2007,0,0
2007-807,Acapulco,Clay,32,A,2007-02-26,10,102999,,,Stefano Galvani,R,178.0,ITA,29.7,104225,,,Jan Hajek,R,180.0,CZE,23.5,6-3 6-2,3,R32,61.0,10.0,2.0,60.0,32.0,28.0,14.0,9.0,1.0,1.0,8.0,1.0,38.0,21.0,16.0,6.0,8.0,1.0,4.0,109.0,396.0,74.0,513.0,MEX,2007,0,0
2007-807,Acapulco,Clay,32,A,2007-02-26,11,103534,,,Nicolas Devilder,L,173.0,FRA,26.9,104926,,Q,Fabio Fognini,R,178.0,ITA,19.7,7-6(2) 6-7(5) 6-4,3,R32,183.0,2.0,4.0,127.0,100.0,68.0,15.0,17.0,6.0,8.0,8.0,7.0,127.0,61.0,44.0,34.0,17.0,9.0,12.0,90.0,469.0,197.0,201.0,MEX,2007,0,0
2007-807,Acapulco,Clay,32,A,2007-02-26,12,103428,4.0,,Juan Ignacio Chela,R,190.0,ARG,27.4,103373,,,Sergio Roitman,R,185.0,ARG,27.7,6-3 6-2,3,R32,74.0,3.0,1.0,52.0,33.0,27.0,10.0,9.0,1.0,2.0,2.0,2.0,60.0,37.0,22.0,8.0,8.0,4.0,8.0,35.0,880.0,72.0,524.0,MEX,2007,0,0
2007-807,Acapulco,Clay,32,A,2007-02-26,13,104076,7.0,,Jose Acasuso,R,190.0,ARG,24.3,103656,,,Albert Montanes,R,175.0,ESP,26.2,6-0 7-5,3,R32,73.0,10.0,0.0,44.0,33.0,27.0,9.0,9.0,0.0,0.0,3.0,3.0,65.0,38.0,21.0,15.0,9.0,7.0,11.0,38.0,815.0,66.0,553.0,MEX,2007,0,0
2007-807,Acapulco,Clay,32,A,2007-02-26,14,103181,,,Jiri Vanek,R,185.0,CZE,28.8,103506,,,Martin Vassallo Arguello,R,183.0,ARG,27.0,2-6 6-1 6-3,3,R32,111.0,5.0,3.0,75.0,54.0,34.0,10.0,12.0,1.0,5.0,1.0,1.0,75.0,55.0,32.0,8.0,12.0,6.0,12.0,116.0,386.0,62.0,599.0,MEX,2007,0,0
2007-807,Acapulco,Clay,32,A,2007-02-26,15,103169,,Q,Oscar Hernandez,R,180.0,ESP,28.8,102950,,,Fernando Vicente,R,180.0,ESP,29.9,6-2 7-5,3,R32,95.0,0.0,1.0,55.0,45.0,37.0,5.0,10.0,1.0,1.0,1.0,1.0,73.0,46.0,29.0,13.0,10.0,6.0,9.0,105.0,411.0,115.0,387.0,MEX,2007,0,0
2007-807,Acapulco,Clay,32,A,2007-02-26,16,102860,2.0,,Agustin Calleri,R,183.0,ARG,30.4,103252,,,Alberto Martin,R,175.0,ESP,28.5,6-3 6-2,3,R32,69.0,11.0,1.0,56.0,31.0,26.0,14.0,9.0,1.0,1.0,0.0,2.0,46.0,24.0,14.0,12.0,8.0,2.0,5.0,29.0,988.0,73.0,521.0,MEX,2007,0,0
2007-807,Acapulco,Clay,32,A,2007-02-26,17,103507,1.0,,Juan Carlos Ferrero,R,183.0,ESP,27.0,104160,,,Lukas Dlouhy,R,185.0,CZE,23.8,6-3 7-6(2),3,R16,124.0,2.0,1.0,77.0,60.0,40.0,10.0,11.0,9.0,11.0,7.0,6.0,68.0,44.0,31.0,8.0,10.0,3.0,6.0,25.0,1100.0,118.0,379.0,MEX,2007,0,0
2007-807,Acapulco,Clay,32,A,2007-02-26,18,103292,5.0,,Gaston Gaudio,R,175.0,ARG,28.2,103700,,Q,Juan Pablo Guzman,L,178.0,ARG,26.0,1-6 6-3 6-2,3,R16,120.0,1.0,3.0,87.0,61.0,40.0,10.0,12.0,4.0,8.0,3.0,0.0,87.0,46.0,30.0,16.0,12.0,9.0,14.0,36.0,845.0,153.0,281.0,MEX,2007,0,0
2007-807,Acapulco,Clay,32,A,2007-02-26,19,104597,3.0,,Nicolas Almagro,R,183.0,ESP,21.5,103105,,,Ruben Ramirez Hidalgo,R,183.0,ESP,29.1,6-1 4-6 7-6(2),3,R16,113.0,10.0,9.0,81.0,45.0,37.0,16.0,14.0,4.0,8.0,2.0,12.0,98.0,48.0,32.0,18.0,15.0,5.0,11.0,28.0,990.0,59.0,625.0,MEX,2007,0,0
2007-807,Acapulco,Clay,32,A,2007-02-26,20,102845,8.0,,Carlos Moya,R,190.0,ESP,30.4,103701,,,Diego Hartfield,R,185.0,ARG,26.0,4-6 6-1 6-4,3,R16,,,,,,,,,,,,,,,,,,,,47.0,735.0,93.0,454.0,MEX,2007,0,0
2007-807,Acapulco,Clay,32,A,2007-02-26,21,103454,6.0,,Nicolas Massu,R,183.0,CHI,27.3,102999,,,Stefano Galvani,R,178.0,ITA,29.7,7-6(2) 6-3,3,R16,121.0,3.0,4.0,75.0,44.0,29.0,19.0,11.0,5.0,7.0,0.0,7.0,77.0,49.0,35.0,8.0,10.0,5.0,8.0,53.0,690.0,109.0,396.0,MEX,2007,0,0
2007-807,Acapulco,Clay,32,A,2007-02-26,22,103428,4.0,,Juan Ignacio Chela,R,190.0,ARG,27.4,103534,,,Nicolas Devilder,L,173.0,FRA,26.9,6-0 6-4,3,R16,78.0,4.0,2.0,55.0,32.0,25.0,13.0,8.0,4.0,4.0,2.0,1.0,56.0,39.0,19.0,9.0,8.0,3.0,7.0,35.0,880.0,90.0,469.0,MEX,2007,0,0
2007-807,Acapulco,Clay,32,A,2007-02-26,23,104076,7.0,,Jose Acasuso,R,190.0,ARG,24.3,103181,,,Jiri Vanek,R,185.0,CZE,28.8,6-1 6-2,3,R16,70.0,2.0,1.0,42.0,22.0,19.0,13.0,7.0,3.0,3.0,2.0,2.0,66.0,35.0,22.0,8.0,8.0,7.0,12.0,38.0,815.0,116.0,386.0,MEX,2007,0,0
2007-807,Acapulco,Clay,32,A,2007-02-26,24,102860,2.0,,Agustin Calleri,R,183.0,ARG,30.4,103169,,Q,Oscar Hernandez,R,180.0,ESP,28.8,4-6 6-3 6-3,3,R16,119.0,11.0,0.0,80.0,49.0,39.0,20.0,14.0,5.0,6.0,2.0,1.0,87.0,68.0,42.0,11.0,14.0,5.0,8.0,29.0,988.0,105.0,411.0,MEX,2007,0,0
2007-807,Acapulco,Clay,32,A,2007-02-26,25,103507,1.0,,Juan Carlos Ferrero,R,183.0,ESP,27.0,103292,5.0,,Gaston Gaudio,R,175.0,ARG,28.2,6-4 6-1,3,QF,86.0,2.0,0.0,39.0,28.0,20.0,10.0,8.0,2.0,3.0,0.0,2.0,66.0,41.0,22.0,11.0,9.0,5.0,10.0,25.0,1100.0,36.0,845.0,MEX,2007,0,0
2007-807,Acapulco,Clay,32,A,2007-02-26,26,102845,8.0,,Carlos Moya,R,190.0,ESP,30.4,104597,3.0,,Nicolas Almagro,R,183.0,ESP,21.5,7-6(3) 6-3,3,QF,95.0,11.0,0.0,76.0,53.0,38.0,11.0,11.0,6.0,7.0,5.0,1.0,73.0,49.0,34.0,10.0,10.0,4.0,6.0,47.0,735.0,28.0,990.0,MEX,2007,0,0
2007-807,Acapulco,Clay,32,A,2007-02-26,27,103428,4.0,,Juan Ignacio Chela,R,190.0,ARG,27.4,103454,6.0,,Nicolas Massu,R,183.0,CHI,27.3,6-3 6-7(6) 7-5,3,QF,219.0,2.0,3.0,109.0,71.0,54.0,18.0,17.0,5.0,9.0,8.0,6.0,124.0,83.0,51.0,21.0,16.0,12.0,18.0,35.0,880.0,53.0,690.0,MEX,2007,0,0
2007-807,Acapulco,Clay,32,A,2007-02-26,28,102860,2.0,,Agustin Calleri,R,183.0,ARG,30.4,104076,7.0,,Jose Acasuso,R,190.0,ARG,24.3,6-3 6-4,3,QF,84.0,7.0,2.0,58.0,27.0,19.0,15.0,9.0,3.0,6.0,3.0,7.0,66.0,27.0,16.0,15.0,10.0,3.0,9.0,29.0,988.0,38.0,815.0,MEX,2007,0,0
2007-807,Acapulco,Clay,32,A,2007-02-26,29,102845,8.0,,Carlos Moya,R,190.0,ESP,30.4,103507,1.0,,Juan Carlos Ferrero,R,183.0,ESP,27.0,2-6 6-2 6-3,3,SF,110.0,4.0,4.0,91.0,51.0,36.0,19.0,13.0,2.0,4.0,3.0,0.0,61.0,48.0,29.0,10.0,12.0,0.0,3.0,47.0,735.0,25.0,1100.0,MEX,2007,0,0
2007-807,Acapulco,Clay,32,A,2007-02-26,30,103428,4.0,,Juan Ignacio Chela,R,190.0,ARG,27.4,102860,2.0,,Agustin Calleri,R,183.0,ARG,30.4,4-6 5-5 RET,3,SF,95.0,0.0,3.0,62.0,42.0,32.0,8.0,10.0,2.0,4.0,5.0,5.0,65.0,38.0,29.0,12.0,10.0,0.0,1.0,35.0,880.0,29.0,988.0,MEX,2007,0,0
2007-807,Acapulco,Clay,32,A,2007-02-26,31,103428,4.0,,Juan Ignacio Chela,R,190.0,ARG,27.4,102845,8.0,,Carlos Moya,R,190.0,ESP,30.4,6-3 7-6(2),3,F,106.0,2.0,3.0,80.0,54.0,40.0,15.0,11.0,3.0,3.0,2.0,4.0,68.0,43.0,30.0,13.0,10.0,4.0,5.0,35.0,880.0,47.0,735.0,MEX,2007,0,0
2007-891,Chennai,Hard,32,A,2007-01-01,1,104745,1.0,,Rafael Nadal,L,185.0,ESP,20.5,102783,,,Rainer Schuettler,R,180.0,GER,30.6,6-4 6-2,3,R32,87.0,5.0,2.0,50.0,23.0,18.0,18.0,9.0,2.0,3.0,2.0,2.0,63.0,33.0,24.0,10.0,9.0,6.0,10.0,2.0,4470.0,96.0,435.0,IND,2007,0,0
